year,month,temp,ADM2_NAME
2019,Apr,21.73974748,Mpanda Rural
2019,Apr,23.14865628,Mpanda Urban
2019,Apr,25.43952234,Administrative unit not available
2019,May,22.89997267,Mlele
2019,May,21.59236131,Mpanda Rural
2019,May,22.95968999,Mpanda Urban
2019,May,25.11736911,Administrative unit not available
2019,Jun,22.37764066,Mlele
2019,Jun,21.20411326,Mpanda Rural
2019,Jun,22.44138893,Mpanda Urban
2019,Jun,23.62165113,Administrative unit not available
2019,Jul,22.56606555,Mlele
2019,Jul,21.72070205,Mpanda Rural
2019,Jul,23.04474406,Mpanda Urban
2019,Jul,23.70962886,Administrative unit not available
2019,Aug,23.90133366,Mlele
2019,Aug,23.01440827,Mpanda Rural
2019,Aug,24.48434588,Mpanda Urban
2019,Aug,24.51881061,Administrative unit not available
2019,Sep,25.52742401,Mlele
2019,Sep,24.29428061,Mpanda Rural
2019,Sep,26.11870276,Mpanda Urban
2019,Sep,25.91108685,Administrative unit not available
2019,Oct,24.86390334,Mlele
2019,Oct,22.54367476,Mpanda Rural
2019,Oct,24.81089724,Mpanda Urban
2019,Oct,25.56823547,Administrative unit not available
2019,Nov,24.47162606,Mlele
2019,Nov,22.18698621,Mpanda Rural
2019,Nov,24.41981953,Mpanda Urban
2019,Nov,25.60760352,Administrative unit not available
2019,Dec,21.82239215,Mlele
2019,Dec,20.67669746,Mpanda Rural
2019,Dec,22.12793861,Mpanda Urban
2019,Dec,24.054973,Administrative unit not available
2020,Jan,22.46171543,Mlele
2020,Jan,21.40473926,Mpanda Rural
2020,Jan,22.63731101,Mpanda Urban
2020,Jan,24.88934201,Administrative unit not available
2020,Feb,22.51948164,Mlele
2020,Feb,21.57084568,Mpanda Rural
2020,Feb,22.712129,Mpanda Urban
2020,Feb,24.89280068,Administrative unit not available
2020,Mar,22.18215363,Mlele
2020,Mar,21.4236419,Mpanda Rural
2020,Mar,22.47286795,Mpanda Urban
2020,Mar,24.77964301,Administrative unit not available
2020,Apr,21.7821669,Mlele
2020,Apr,21.0769893,Mpanda Rural
2020,Apr,22.11186612,Mpanda Urban
2020,Apr,24.66411622,Administrative unit not available
2020,May,22.08208005,Mlele
2020,May,21.57105263,Mpanda Rural
2020,May,22.66063968,Mpanda Urban
2020,May,25.00816237,Administrative unit not available
2020,Jun,21.76680042,Mlele
2020,Jun,21.46122358,Mpanda Rural
2020,Jun,22.34602774,Mpanda Urban
2020,Jun,23.9301827,Administrative unit not available
2020,Jul,21.20071761,Mlele
2020,Jul,21.06130055,Mpanda Rural
2020,Jul,21.71728824,Mpanda Urban
2020,Jul,22.80017202,Administrative unit not available
2020,Aug,23.31828714,Mlele
2020,Aug,23.02395554,Mpanda Rural
2020,Aug,24.10417166,Mpanda Urban
2020,Aug,24.22283866,Administrative unit not available
2020,Sep,24.67427091,Mlele
2020,Sep,23.79442819,Mpanda Rural
2020,Sep,25.33613746,Mpanda Urban
2020,Sep,25.62287429,Administrative unit not available
2020,Oct,25.91789912,Mlele
2020,Oct,23.81263407,Mpanda Rural
2020,Oct,26.32357511,Mpanda Urban
2020,Oct,26.69422042,Administrative unit not available
2020,Nov,24.00711354,Mlele
2020,Nov,22.27353665,Mpanda Rural
2020,Nov,24.29472493,Mpanda Urban
2020,Nov,25.47006379,Administrative unit not available
2020,Dec,21.84646436,Mlele
2020,Dec,20.68327666,Mpanda Rural
2020,Dec,22.08442256,Mpanda Urban
2020,Dec,24.26109452,Administrative unit not available
2021,Jan,21.55852072,Mlele
2021,Jan,20.44264579,Mpanda Rural
2021,Jan,21.70553342,Mpanda Urban
2021,Jan,24.06257054,Administrative unit not available
2021,Feb,22.13096158,Mlele
2021,Feb,21.13612862,Mpanda Rural
2021,Feb,22.22828676,Mpanda Urban
2021,Feb,24.88441933,Administrative unit not available
2021,Mar,22.39319729,Mlele
2021,Mar,21.4254347,Mpanda Rural
2021,Mar,22.70246048,Mpanda Urban
2021,Mar,25.22509726,Administrative unit not available
2021,Apr,21.6458611,Mlele
2021,Apr,20.72984215,Mpanda Rural
2021,Apr,21.9394783,Mpanda Urban
2021,Apr,24.30563145,Administrative unit not available
2021,May,22.04383605,Mlele
2021,May,20.99353949,Mpanda Rural
2021,May,22.44199886,Mpanda Urban
2021,May,24.42657609,Administrative unit not available
2021,Jun,21.57618466,Mlele
2021,Jun,21.08020311,Mpanda Rural
2021,Jun,22.2721245,Mpanda Urban
2021,Jun,23.57749216,Administrative unit not available
2021,Jul,20.62611444,Mlele
2021,Jul,20.36591013,Mpanda Rural
2021,Jul,21.35510887,Mpanda Urban
2021,Jul,22.60903733,Administrative unit not available
2021,Aug,23.13683112,Mlele
2021,Aug,22.55545394,Mpanda Rural
2021,Aug,23.88952497,Mpanda Urban
2021,Aug,24.07946634,Administrative unit not available
2021,Sep,24.93166429,Mlele
2021,Sep,23.61665673,Mpanda Rural
2021,Sep,25.70086421,Mpanda Urban
2021,Sep,25.69012723,Administrative unit not available
2021,Oct,26.20025524,Mlele
2021,Oct,23.61238021,Mpanda Rural
2021,Oct,26.06399416,Mpanda Urban
2021,Oct,26.74233451,Administrative unit not available
2021,Nov,24.97280467,Mlele
2021,Nov,22.49130352,Mpanda Rural
2021,Nov,24.68321986,Mpanda Urban
2021,Nov,26.26937365,Administrative unit not available
2021,Dec,24.31935498,Mlele
2021,Dec,21.83540197,Mpanda Rural
2021,Dec,23.8782973,Mpanda Urban
2021,Dec,25.69191615,Administrative unit not available
2022,Jan,22.36357515,Mlele
2022,Jan,20.84277543,Mpanda Rural
2022,Jan,22.25372626,Mpanda Urban
2022,Jan,24.49458111,Administrative unit not available
2022,Feb,21.59057347,Mlele
2022,Feb,20.57200323,Mpanda Rural
2022,Feb,21.6588109,Mpanda Urban
2022,Feb,24.15747237,Administrative unit not available
2022,Mar,22.83364295,Mlele
2022,Mar,21.64802273,Mpanda Rural
2022,Mar,23.01808573,Mpanda Urban
2022,Mar,25.15315669,Administrative unit not available
2022,Apr,23.09674533,Mlele
2022,Apr,21.65400397,Mpanda Rural
2022,Apr,23.18142078,Mpanda Urban
2022,Apr,25.30792705,Administrative unit not available
2022,May,22.64478711,Mlele
2022,May,21.55493446,Mpanda Rural
2022,May,22.94852453,Mpanda Urban
2022,May,25.04927111,Administrative unit not available
2022,Jun,21.36547758,Mlele
2022,Jun,20.5413819,Mpanda Rural
2022,Jun,21.60532628,Mpanda Urban
2022,Jun,23.07897058,Administrative unit not available
2022,Jul,21.37773065,Mlele
2022,Jul,20.7945934,Mpanda Rural
2022,Jul,21.83180667,Mpanda Urban
2022,Jul,22.79738785,Administrative unit not available
2022,Aug,23.1407675,Mlele
2022,Aug,22.34931218,Mpanda Rural
2022,Aug,23.75078834,Mpanda Urban
2022,Aug,23.99215589,Administrative unit not available
2022,Sep,24.91480708,Mlele
2022,Sep,23.79404748,Mpanda Rural
2022,Sep,25.67024214,Mpanda Urban
2022,Sep,25.60280882,Administrative unit not available
2022,Oct,26.61704447,Mlele
2022,Oct,25.01896458,Mpanda Rural
2022,Oct,27.13860562,Mpanda Urban
2022,Oct,26.86095991,Administrative unit not available
2022,Nov,23.90416344,Mlele
2022,Nov,21.21294868,Mpanda Rural
2022,Nov,23.28397829,Mpanda Urban
2022,Nov,25.17585926,Administrative unit not available
2022,Dec,22.08980929,Mlele
2022,Dec,20.37150026,Mpanda Rural
2022,Dec,21.95164286,Mpanda Urban
2022,Dec,24.15803536,Administrative unit not available
2023,Jan,21.89212143,Mlele
2023,Jan,20.7314418,Mpanda Rural
2023,Jan,22.05379831,Mpanda Urban
2023,Jan,24.53811881,Administrative unit not available
2023,Feb,22.93259482,Mlele
2023,Feb,21.42117462,Mpanda Rural
2023,Feb,22.86767614,Mpanda Urban
2023,Feb,25.40136449,Administrative unit not available
2023,Mar,22.03766303,Mlele
2023,Mar,20.80677426,Mpanda Rural
2023,Mar,22.14198544,Mpanda Urban
2023,Mar,24.66964243,Administrative unit not available
2023,Apr,21.97456642,Mlele
2023,Apr,21.0150782,Mpanda Rural
2023,Apr,22.23865913,Mpanda Urban
2023,Apr,24.68325123,Administrative unit not available
