year,month,temp,ward
2015,Jul,17.34217731,Mbeya Rural
2015,Jul,19.14418361,Mbozi
2015,Jul,20.78470421,Momba
2015,Jul,21.24376296,Chunya
2015,Jul,15.84854269,Ileje
2015,Jul,18.46057531,Kyela
2015,Jul,16.68540775,Mbeya Urban
2015,Jul,15.83096065,Rungwe
2015,Jul,17.80788724,Tunduma
2015,Jul,23.60817078,Administrative unit not available
2015,Aug,21.28797181,Mbarali
2015,Aug,18.28405946,Mbeya Rural
2015,Aug,20.17853334,Mbozi
2015,Aug,21.93666589,Momba
2015,Aug,22.23083035,Chunya
2015,Aug,16.82088088,Ileje
2015,Aug,19.54892134,Kyela
2015,Aug,17.65758821,Mbeya Urban
2015,Aug,16.79578833,Rungwe
2015,Aug,18.85238698,Tunduma
2015,Aug,24.39592478,Administrative unit not available
2015,Sep,23.43993032,Mbarali
2015,Sep,20.60949712,Mbeya Rural
2015,Sep,22.68912404,Mbozi
2015,Sep,24.56138225,Momba
2015,Sep,24.42513737,Chunya
2015,Sep,19.66461406,Ileje
2015,Sep,22.55829783,Kyela
2015,Sep,19.85511053,Mbeya Urban
2015,Sep,19.48932306,Rungwe
2015,Sep,21.46150709,Tunduma
2015,Sep,26.54521346,Administrative unit not available
2015,Oct,24.72852731,Mbarali
2015,Oct,21.42397242,Mbeya Rural
2015,Oct,23.92436883,Mbozi
2015,Oct,25.90722889,Momba
2015,Oct,25.34005305,Chunya
2015,Oct,21.29895517,Ileje
2015,Oct,24.16312896,Kyela
2015,Oct,20.33624512,Mbeya Urban
2015,Oct,20.74268028,Rungwe
2015,Oct,23.02537966,Tunduma
2015,Oct,27.86937926,Administrative unit not available
2015,Nov,23.80154663,Mbarali
2015,Nov,20.28268649,Mbeya Rural
2015,Nov,21.77940183,Mbozi
2015,Nov,23.15792176,Momba
2015,Nov,22.55170773,Chunya
2015,Nov,20.69098412,Ileje
2015,Nov,23.83688574,Kyela
2015,Nov,19.37385153,Mbeya Urban
2015,Nov,20.45452823,Rungwe
2015,Nov,21.39605895,Tunduma
2015,Nov,25.45683069,Administrative unit not available
2015,Dec,22.98739473,Mbarali
2015,Dec,19.75961938,Mbeya Rural
2015,Dec,20.86793938,Mbozi
2015,Dec,22.26911333,Momba
2015,Dec,21.74874302,Chunya
2015,Dec,20.40265747,Ileje
2015,Dec,23.86336392,Kyela
2015,Dec,18.99995337,Mbeya Urban
2015,Dec,20.62437868,Rungwe
2015,Dec,20.38450942,Tunduma
2015,Dec,24.79304694,Administrative unit not available
2016,Jan,21.63241145,Mbarali
2016,Jan,19.11838549,Mbeya Rural
2016,Jan,20.28844015,Mbozi
2016,Jan,21.54498595,Momba
2016,Jan,21.19775019,Chunya
2016,Jan,20.13738818,Ileje
2016,Jan,23.5987148,Kyela
2016,Jan,18.3317676,Mbeya Urban
2016,Jan,20.4183404,Rungwe
2016,Jan,19.77883808,Tunduma
2016,Jan,24.30419839,Administrative unit not available
2016,Feb,22.24590712,Mbarali
2016,Feb,19.77536439,Mbeya Rural
2016,Feb,20.95528084,Mbozi
2016,Feb,22.23092603,Momba
2016,Feb,21.94979053,Chunya
2016,Feb,20.46274996,Ileje
2016,Feb,23.9044142,Kyela
2016,Feb,18.94569698,Mbeya Urban
2016,Feb,20.82197198,Rungwe
2016,Feb,20.28339713,Tunduma
2016,Feb,25.25674683,Administrative unit not available
2016,Mar,23.68342133,Mbarali
2016,Mar,20.56782324,Mbeya Rural
2016,Mar,21.9195058,Mbozi
2016,Mar,23.38054868,Momba
2016,Mar,23.13850089,Chunya
2016,Mar,20.67207881,Ileje
2016,Mar,23.69307073,Kyela
2016,Mar,19.57846483,Mbeya Urban
2016,Mar,20.866142,Rungwe
2016,Mar,20.86821845,Tunduma
2016,Mar,26.56533949,Administrative unit not available
2016,Apr,21.88510164,Mbarali
2016,Apr,18.88184654,Mbeya Rural
2016,Apr,20.29026883,Mbozi
2016,Apr,21.80402646,Momba
2016,Apr,21.41116142,Chunya
2016,Apr,18.68830622,Ileje
2016,Apr,21.73283402,Kyela
2016,Apr,18.03903134,Mbeya Urban
2016,Apr,18.74585265,Rungwe
2016,Apr,19.33157293,Tunduma
2016,Apr,24.98270187,Administrative unit not available
2016,May,20.78634389,Mbarali
2016,May,17.05324115,Mbeya Rural
2016,May,18.65653583,Mbozi
2016,May,20.64870617,Momba
2016,May,20.80556236,Chunya
2016,May,16.08548417,Ileje
2016,May,19.21631917,Kyela
2016,May,16.21874003,Mbeya Urban
2016,May,16.0536747,Rungwe
2016,May,17.47750368,Tunduma
2016,May,24.06908315,Administrative unit not available
2016,Jun,19.93431117,Mbarali
2016,Jun,16.33302814,Mbeya Rural
2016,Jun,18.04839668,Mbozi
2016,Jun,19.86520993,Momba
2016,Jun,20.31538388,Chunya
2016,Jun,14.85174283,Ileje
2016,Jun,17.79544757,Kyela
2016,Jun,15.64254662,Mbeya Urban
2016,Jun,14.90551286,Rungwe
2016,Jun,16.56240408,Tunduma
2016,Jun,22.96535432,Administrative unit not available
2016,Jul,19.61480365,Mbarali
2016,Jul,16.18977313,Mbeya Rural
2016,Jul,17.89820629,Mbozi
2016,Jul,19.63436595,Momba
2016,Jul,20.10500903,Chunya
2016,Jul,14.68010802,Ileje
2016,Jul,17.60244603,Kyela
2016,Jul,15.58901745,Mbeya Urban
2016,Jul,14.71675012,Rungwe
2016,Jul,16.42527099,Tunduma
2016,Jul,22.39596903,Administrative unit not available
2016,Aug,20.87046406,Mbarali
2016,Aug,17.78075067,Mbeya Rural
2016,Aug,19.75136375,Mbozi
2016,Aug,21.61293286,Momba
2016,Aug,21.72700473,Chunya
2016,Aug,16.45357223,Ileje
2016,Aug,19.22469334,Kyela
2016,Aug,17.12957102,Mbeya Urban
2016,Aug,16.34162801,Rungwe
2016,Aug,18.36027204,Tunduma
2016,Aug,24.11591295,Administrative unit not available
2016,Sep,22.33283924,Mbarali
2016,Sep,19.9730153,Mbeya Rural
2016,Sep,22.00444365,Mbozi
2016,Sep,23.72199955,Momba
2016,Sep,23.40053938,Chunya
2016,Sep,18.94845027,Ileje
2016,Sep,21.77074918,Kyela
2016,Sep,19.32367081,Mbeya Urban
2016,Sep,18.9426182,Rungwe
2016,Sep,20.74159124,Tunduma
2016,Sep,25.53366042,Administrative unit not available
2016,Oct,24.40580759,Mbarali
2016,Oct,21.87044382,Mbeya Rural
2016,Oct,24.0760763,Mbozi
2016,Oct,25.90774422,Momba
2016,Oct,25.29451122,Chunya
2016,Oct,21.27727946,Ileje
2016,Oct,24.23336894,Kyela
2016,Oct,21.05203978,Mbeya Urban
2016,Oct,21.18495873,Rungwe
2016,Oct,22.88687413,Tunduma
2016,Oct,27.50228664,Administrative unit not available
2016,Nov,25.28737304,Mbarali
2016,Nov,21.68402639,Mbeya Rural
2016,Nov,23.75849123,Mbozi
2016,Nov,25.5431822,Momba
2016,Nov,25.55113963,Chunya
2016,Nov,21.73437447,Ileje
2016,Nov,24.75614705,Kyela
2016,Nov,20.71976209,Mbeya Urban
2016,Nov,20.97830642,Rungwe
2016,Nov,22.84804222,Tunduma
2016,Nov,27.76305121,Administrative unit not available
2016,Dec,24.15126378,Mbarali
2016,Dec,20.10826769,Mbeya Rural
2016,Dec,21.32420783,Mbozi
2016,Dec,22.92666522,Momba
2016,Dec,22.92275291,Chunya
2016,Dec,20.22051114,Ileje
2016,Dec,23.60389734,Kyela
2016,Dec,19.39716157,Mbeya Urban
2016,Dec,20.34318737,Rungwe
2016,Dec,20.41757126,Tunduma
2016,Dec,25.3303653,Administrative unit not available
2017,Jan,23.32081658,Mbarali
2017,Jan,19.61109914,Mbeya Rural
2017,Jan,20.81439656,Mbozi
2017,Jan,22.3078705,Momba
2017,Jan,22.24727253,Chunya
2017,Jan,19.89558034,Ileje
2017,Jan,23.38293979,Kyela
2017,Jan,18.79964799,Mbeya Urban
2017,Jan,20.18864777,Rungwe
2017,Jan,19.92603242,Tunduma
2017,Jan,25.27700423,Administrative unit not available
2017,Feb,22.30474541,Mbarali
2017,Feb,19.19489227,Mbeya Rural
2017,Feb,20.47802391,Mbozi
2017,Feb,21.79228522,Momba
2017,Feb,21.72561461,Chunya
2017,Feb,19.77522795,Ileje
2017,Feb,23.08269782,Kyela
2017,Feb,18.32502885,Mbeya Urban
2017,Feb,20.01840103,Rungwe
2017,Feb,19.73802506,Tunduma
2017,Feb,24.86103524,Administrative unit not available
2017,Mar,21.92626418,Mbarali
2017,Mar,18.82597059,Mbeya Rural
2017,Mar,20.2036555,Mbozi
2017,Mar,21.60972032,Momba
2017,Mar,21.39225269,Chunya
2017,Mar,19.17005958,Ileje
2017,Mar,22.276326,Kyela
2017,Mar,17.92373762,Mbeya Urban
2017,Mar,19.2651153,Rungwe
2017,Mar,19.46569991,Tunduma
2017,Mar,24.76705914,Administrative unit not available
2017,Apr,21.70784987,Mbarali
2017,Apr,18.57628305,Mbeya Rural
2017,Apr,20.00326839,Mbozi
2017,Apr,21.59586774,Momba
2017,Apr,21.46302153,Chunya
2017,Apr,18.27146849,Ileje
2017,Apr,21.18432449,Kyela
2017,Apr,17.74950867,Mbeya Urban
2017,Apr,18.18208869,Rungwe
2017,Apr,19.14127458,Tunduma
2017,Apr,25.15969589,Administrative unit not available
2017,May,21.71293348,Mbarali
2017,May,18.14316203,Mbeya Rural
2017,May,19.62287815,Mbozi
2017,May,21.50587944,Momba
2017,May,21.89508849,Chunya
2017,May,17.37406585,Ileje
2017,May,20.39396129,Kyela
2017,May,17.36426746,Mbeya Urban
2017,May,17.29239493,Rungwe
2017,May,18.73376494,Tunduma
2017,May,25.2120962,Administrative unit not available
2017,Jun,20.93704064,Mbarali
2017,Jun,17.25642623,Mbeya Rural
2017,Jun,18.88021552,Mbozi
2017,Jun,20.81894235,Momba
2017,Jun,21.54484542,Chunya
2017,Jun,15.84127578,Ileje
2017,Jun,18.72116501,Kyela
2017,Jun,16.55688162,Mbeya Urban
2017,Jun,15.72342013,Rungwe
2017,Jun,17.68966707,Tunduma
2017,Jun,24.01876825,Administrative unit not available
2017,Jul,20.51093005,Mbarali
2017,Jul,16.86152438,Mbeya Rural
2017,Jul,18.61779712,Mbozi
2017,Jul,20.49153101,Momba
2017,Jul,21.16187383,Chunya
2017,Jul,15.25797588,Ileje
2017,Jul,18.12345269,Kyela
2017,Jul,16.24928294,Mbeya Urban
2017,Jul,15.18822057,Rungwe
2017,Jul,17.28551422,Tunduma
2017,Jul,23.29766807,Administrative unit not available
2017,Aug,21.67009057,Mbarali
2017,Aug,18.14164244,Mbeya Rural
2017,Aug,20.06623043,Mbozi
2017,Aug,22.07573211,Momba
2017,Aug,22.51023136,Chunya
2017,Aug,16.72400311,Ileje
2017,Aug,19.39168126,Kyela
2017,Aug,17.49002604,Mbeya Urban
2017,Aug,16.37538304,Rungwe
2017,Aug,18.85670801,Tunduma
2017,Aug,24.54826462,Administrative unit not available
2017,Sep,23.14008247,Mbarali
2017,Sep,20.15042124,Mbeya Rural
2017,Sep,22.06956196,Mbozi
2017,Sep,23.88363547,Momba
2017,Sep,23.97076455,Chunya
2017,Sep,18.98738813,Ileje
2017,Sep,21.82683924,Kyela
2017,Sep,19.5103658,Mbeya Urban
2017,Sep,18.8170998,Rungwe
2017,Sep,20.96020212,Tunduma
2017,Sep,26.0267558,Administrative unit not available
2017,Oct,25.16881658,Mbarali
2017,Oct,21.52620276,Mbeya Rural
2017,Oct,23.86619521,Mbozi
2017,Oct,25.62884166,Momba
2017,Oct,25.48723448,Chunya
2017,Oct,21.56539759,Ileje
2017,Oct,24.4058968,Kyela
2017,Oct,20.43681075,Mbeya Urban
2017,Oct,20.87525346,Rungwe
2017,Oct,23.17370176,Tunduma
2017,Oct,27.66863768,Administrative unit not available
2017,Nov,24.0474492,Mbarali
2017,Nov,20.02309307,Mbeya Rural
2017,Nov,21.63332867,Mbozi
2017,Nov,23.19566817,Momba
2017,Nov,23.03246471,Chunya
2017,Nov,20.11461087,Ileje
2017,Nov,23.12189307,Kyela
2017,Nov,19.14865799,Mbeya Urban
2017,Nov,19.94498086,Rungwe
2017,Nov,21.0085909,Tunduma
2017,Nov,25.40493747,Administrative unit not available
2017,Dec,22.81331283,Mbarali
2017,Dec,19.1877448,Mbeya Rural
2017,Dec,20.4976345,Mbozi
2017,Dec,21.97338075,Momba
2017,Dec,21.87830623,Chunya
2017,Dec,19.55844911,Ileje
2017,Dec,22.6718212,Kyela
2017,Dec,18.40348422,Mbeya Urban
2017,Dec,19.68088936,Rungwe
2017,Dec,19.8053343,Tunduma
2017,Dec,24.61024228,Administrative unit not available
2018,Jan,20.84305534,Mbarali
2018,Jan,18.01812132,Mbeya Rural
2018,Jan,19.16743562,Mbozi
2018,Jan,20.49162604,Momba
2018,Jan,20.27063674,Chunya
2018,Jan,18.90539856,Ileje
2018,Jan,22.55035005,Kyela
2018,Jan,17.2491726,Mbeya Urban
2018,Jan,19.27087238,Rungwe
2018,Jan,18.64897423,Tunduma
2018,Jan,23.5118122,Administrative unit not available
2018,Feb,22.74172389,Mbarali
2018,Feb,19.70113349,Mbeya Rural
2018,Feb,20.83759338,Mbozi
2018,Feb,22.09866979,Momba
2018,Feb,22.3249055,Chunya
2018,Feb,19.99549465,Ileje
2018,Feb,23.2148977,Kyela
2018,Feb,18.87050717,Mbeya Urban
2018,Feb,20.39585989,Rungwe
2018,Feb,20.09310882,Tunduma
2018,Feb,25.23048953,Administrative unit not available
2018,Mar,21.24235396,Mbarali
2018,Mar,18.46279414,Mbeya Rural
2018,Mar,19.69475226,Mbozi
2018,Mar,20.98900884,Momba
2018,Mar,20.79797307,Chunya
2018,Mar,19.18799206,Ileje
2018,Mar,22.73559558,Kyela
2018,Mar,17.65962612,Mbeya Urban
2018,Mar,19.4947627,Rungwe
2018,Mar,19.13851581,Tunduma
2018,Mar,24.01393185,Administrative unit not available
2018,Apr,21.05374153,Mbarali
2018,Apr,18.01878763,Mbeya Rural
2018,Apr,19.34217417,Mbozi
2018,Apr,20.65014027,Momba
2018,Apr,20.41029199,Chunya
2018,Apr,18.07040512,Ileje
2018,Apr,21.18548665,Kyela
2018,Apr,17.20564692,Mbeya Urban
2018,Apr,18.13707686,Rungwe
2018,Apr,18.57349248,Tunduma
2018,Apr,23.56452366,Administrative unit not available
2018,May,21.52080632,Mbarali
2018,May,17.84243831,Mbeya Rural
2018,May,19.27105442,Mbozi
2018,May,20.90863589,Momba
2018,May,21.27058055,Chunya
2018,May,17.37648755,Ileje
2018,May,20.39303002,Kyela
2018,May,17.12809142,Mbeya Urban
2018,May,17.27665652,Rungwe
2018,May,18.44529635,Tunduma
2018,May,24.47968578,Administrative unit not available
2018,Jun,20.50308553,Mbarali
2018,Jun,16.51667601,Mbeya Rural
2018,Jun,18.32004189,Mbozi
2018,Jun,20.03443669,Momba
2018,Jun,20.7762027,Chunya
2018,Jun,15.33196659,Ileje
2018,Jun,18.37383651,Kyela
2018,Jun,15.82338035,Mbeya Urban
2018,Jun,15.1813878,Rungwe
2018,Jun,16.99853779,Tunduma
2018,Jun,23.10723193,Administrative unit not available
2018,Jul,19.79361029,Mbarali
2018,Jul,15.74902841,Mbeya Rural
2018,Jul,17.37951262,Mbozi
2018,Jul,19.0894077,Momba
2018,Jul,20.08165923,Chunya
2018,Jul,14.2933296,Ileje
2018,Jul,17.29707352,Kyela
2018,Jul,15.18099716,Mbeya Urban
2018,Jul,14.15249613,Rungwe
2018,Jul,15.97321007,Tunduma
2018,Jul,22.15729899,Administrative unit not available
2018,Aug,21.20739541,Mbarali
2018,Aug,18.21949012,Mbeya Rural
2018,Aug,20.14374735,Mbozi
2018,Aug,21.679101,Momba
2018,Aug,21.92952297,Chunya
2018,Aug,16.98693805,Ileje
2018,Aug,19.65254563,Kyela
2018,Aug,17.62596497,Mbeya Urban
2018,Aug,16.88124852,Rungwe
2018,Aug,19.01248503,Tunduma
2018,Aug,23.90650426,Administrative unit not available
2018,Sep,22.999401,Mbarali
2018,Sep,20.13795431,Mbeya Rural
2018,Sep,22.29290844,Mbozi
2018,Sep,24.11109231,Momba
2018,Sep,23.95634031,Chunya
2018,Sep,19.51061918,Ileje
2018,Sep,22.36923598,Kyela
2018,Sep,19.34573392,Mbeya Urban
2018,Sep,19.16590192,Rungwe
2018,Sep,21.25495239,Tunduma
2018,Sep,26.0704008,Administrative unit not available
2018,Oct,24.27255324,Mbarali
2018,Oct,20.5028271,Mbeya Rural
2018,Oct,22.71372399,Mbozi
2018,Oct,24.83893676,Momba
2018,Oct,24.94005857,Chunya
2018,Oct,20.05443995,Ileje
2018,Oct,22.77859659,Kyela
2018,Oct,19.60921976,Mbeya Urban
2018,Oct,19.26930867,Rungwe
2018,Oct,21.77834097,Tunduma
2018,Oct,27.33942675,Administrative unit not available
2018,Nov,24.56760467,Mbarali
2018,Nov,20.63926647,Mbeya Rural
2018,Nov,22.56434304,Mbozi
2018,Nov,24.43876201,Momba
2018,Nov,24.1670997,Chunya
2018,Nov,20.805627,Ileje
2018,Nov,23.65523803,Kyela
2018,Nov,19.72541119,Mbeya Urban
2018,Nov,20.32658753,Rungwe
2018,Nov,21.87996692,Tunduma
2018,Nov,26.83880647,Administrative unit not available
2018,Dec,22.35636077,Mbarali
2018,Dec,19.33616491,Mbeya Rural
2018,Dec,20.59538613,Mbozi
2018,Dec,21.90946854,Momba
2018,Dec,21.75058267,Chunya
2018,Dec,19.72392592,Ileje
2018,Dec,22.90601578,Kyela
2018,Dec,18.58272145,Mbeya Urban
2018,Dec,19.92582049,Rungwe
2018,Dec,19.83010117,Tunduma
2018,Dec,24.5831784,Administrative unit not available
2019,Jan,22.52403686,Mbarali
2019,Jan,19.34499041,Mbeya Rural
2019,Jan,20.56938122,Mbozi
2019,Jan,21.9173104,Momba
2019,Jan,21.71438624,Chunya
2019,Jan,20.03732175,Ileje
2019,Jan,23.60939433,Kyela
2019,Jan,18.53863495,Mbeya Urban
2019,Jan,20.36221816,Rungwe
2019,Jan,19.85981143,Tunduma
2019,Jan,24.71864968,Administrative unit not available
2019,Feb,22.67060819,Mbarali
2019,Feb,19.62631161,Mbeya Rural
2019,Feb,20.88081435,Mbozi
2019,Feb,22.19512301,Momba
2019,Feb,22.10100656,Chunya
2019,Feb,19.99235274,Ileje
2019,Feb,23.19730073,Kyela
2019,Feb,18.75743685,Mbeya Urban
2019,Feb,20.30447008,Rungwe
2019,Feb,20.01578264,Tunduma
2019,Feb,25.30877067,Administrative unit not available
2019,Mar,23.45579617,Mbarali
2019,Mar,19.99916261,Mbeya Rural
2019,Mar,21.21398699,Mbozi
2019,Mar,22.59677925,Momba
2019,Mar,22.87629754,Chunya
2019,Mar,20.18333757,Ileje
2019,Mar,23.53476422,Kyela
2019,Mar,19.01045543,Mbeya Urban
2019,Mar,20.45692179,Rungwe
2019,Mar,20.19460918,Tunduma
2019,Mar,26.12665333,Administrative unit not available
2019,Apr,22.70957738,Mbarali
2019,Apr,19.45265241,Mbeya Rural
2019,Apr,20.77470084,Mbozi
2019,Apr,22.30760509,Momba
2019,Apr,22.02160782,Chunya
2019,Apr,19.16842016,Ileje
2019,Apr,22.12650202,Kyela
2019,Apr,18.59673765,Mbeya Urban
2019,Apr,19.19137803,Rungwe
2019,Apr,19.7092736,Tunduma
2019,Apr,25.6938834,Administrative unit not available
2019,May,22.18212243,Mbarali
2019,May,18.43393118,Mbeya Rural
2019,May,19.8083726,Mbozi
2019,May,21.82415864,Momba
2019,May,21.89726387,Chunya
2019,May,17.56019154,Ileje
2019,May,20.50496199,Kyela
2019,May,17.63770427,Mbeya Urban
2019,May,17.40821752,Rungwe
2019,May,18.89689218,Tunduma
2019,May,25.41661994,Administrative unit not available
2019,Jun,20.77752181,Mbarali
2019,Jun,16.09977937,Mbeya Rural
2019,Jun,17.87025511,Mbozi
2019,Jun,19.84727911,Momba
2019,Jun,20.94491234,Chunya
2019,Jun,14.66131969,Ileje
2019,Jun,17.80719242,Kyela
2019,Jun,15.25904424,Mbeya Urban
2019,Jun,14.51731904,Rungwe
2019,Jun,16.48313627,Tunduma
2019,Jun,23.17789053,Administrative unit not available
2019,Jul,20.83757805,Mbarali
2019,Jul,17.02770298,Mbeya Rural
2019,Jul,18.72541486,Mbozi
2019,Jul,20.54299114,Momba
2019,Jul,21.1933806,Chunya
2019,Jul,15.32780327,Ileje
2019,Jul,18.07123022,Kyela
2019,Jul,16.39818434,Mbeya Urban
2019,Jul,15.3309905,Rungwe
2019,Jul,17.29365947,Tunduma
2019,Jul,23.38114151,Administrative unit not available
2019,Aug,21.95992133,Mbarali
2019,Aug,18.42242275,Mbeya Rural
2019,Aug,20.28702553,Mbozi
2019,Aug,22.18138076,Momba
2019,Aug,22.60283941,Chunya
2019,Aug,16.80401945,Ileje
2019,Aug,19.58228852,Kyela
2019,Aug,17.80664516,Mbeya Urban
2019,Aug,16.72038758,Rungwe
2019,Aug,18.86024875,Tunduma
2019,Aug,24.57681078,Administrative unit not available
2019,Sep,23.56650044,Mbarali
2019,Sep,20.13644616,Mbeya Rural
2019,Sep,22.03485534,Mbozi
2019,Sep,24.01077401,Momba
2019,Sep,24.23024095,Chunya
2019,Sep,18.93470915,Ileje
2019,Sep,21.84426331,Kyela
2019,Sep,19.4834067,Mbeya Urban
2019,Sep,18.63007233,Rungwe
2019,Sep,20.63842261,Tunduma
2019,Sep,26.32251608,Administrative unit not available
2019,Oct,24.37882402,Mbarali
2019,Oct,21.04191951,Mbeya Rural
2019,Oct,22.95236459,Mbozi
2019,Oct,24.76662261,Momba
2019,Oct,24.38939216,Chunya
2019,Oct,20.69485262,Ileje
2019,Oct,23.49075655,Kyela
2019,Oct,20.19562351,Mbeya Urban
2019,Oct,20.02876431,Rungwe
2019,Oct,22.2105054,Tunduma
2019,Oct,26.95504339,Administrative unit not available
2019,Nov,24.56027589,Mbarali
2019,Nov,21.08782713,Mbeya Rural
2019,Nov,22.8565477,Mbozi
2019,Nov,24.53497661,Momba
2019,Nov,24.13908097,Chunya
2019,Nov,21.42559486,Ileje
2019,Nov,24.74042031,Kyela
2019,Nov,20.25846344,Mbeya Urban
2019,Nov,21.05443648,Rungwe
2019,Nov,22.14824721,Tunduma
2019,Nov,26.57495014,Administrative unit not available
2019,Dec,21.63044908,Mbarali
2019,Dec,18.89772806,Mbeya Rural
2019,Dec,20.02832237,Mbozi
2019,Dec,21.28297781,Momba
2019,Dec,20.9410399,Chunya
2019,Dec,19.6839886,Ileje
2019,Dec,23.05745052,Kyela
2019,Dec,18.17928382,Mbeya Urban
2019,Dec,19.91735526,Rungwe
2019,Dec,19.60716636,Tunduma
2019,Dec,23.71851273,Administrative unit not available
2020,Jan,21.66991339,Mbarali
2020,Jan,19.14698023,Mbeya Rural
2020,Jan,20.29002001,Mbozi
2020,Jan,21.4850692,Momba
2020,Jan,21.29952973,Chunya
2020,Jan,20.24632252,Ileje
2020,Jan,24.32801777,Kyela
2020,Jan,18.42632013,Mbeya Urban
2020,Jan,20.7852648,Rungwe
2020,Jan,19.74112641,Tunduma
2020,Jan,24.50080248,Administrative unit not available
2020,Feb,21.6234758,Mbarali
2020,Feb,19.14537089,Mbeya Rural
2020,Feb,20.4641612,Mbozi
2020,Feb,21.68705446,Momba
2020,Feb,21.40121158,Chunya
2020,Feb,19.88690493,Ileje
2020,Feb,23.44510114,Kyela
2020,Feb,18.38381123,Mbeya Urban
2020,Feb,20.27536978,Rungwe
2020,Feb,19.8069891,Tunduma
2020,Feb,24.63814832,Administrative unit not available
2020,Mar,21.26088883,Mbarali
2020,Mar,18.88172577,Mbeya Rural
2020,Mar,20.19923211,Mbozi
2020,Mar,21.36430333,Momba
2020,Mar,21.03251319,Chunya
2020,Mar,19.27141657,Ileje
2020,Mar,22.46687456,Kyela
2020,Mar,18.15147876,Mbeya Urban
2020,Mar,19.56912332,Rungwe
2020,Mar,19.4882116,Tunduma
2020,Mar,24.49111233,Administrative unit not available
2020,Apr,21.43581548,Mbarali
2020,Apr,18.54511836,Mbeya Rural
2020,Apr,19.98795951,Mbozi
2020,Apr,21.29661693,Momba
2020,Apr,20.95495448,Chunya
2020,Apr,18.54207405,Ileje
2020,Apr,21.86579031,Kyela
2020,Apr,17.81484957,Mbeya Urban
2020,Apr,18.72421489,Rungwe
2020,Apr,19.11969204,Tunduma
2020,Apr,24.55338841,Administrative unit not available
2020,May,21.41941656,Mbarali
2020,May,17.81560431,Mbeya Rural
2020,May,19.29256377,Mbozi
2020,May,20.99949088,Momba
2020,May,20.86628682,Chunya
2020,May,17.12564495,Ileje
2020,May,20.37724169,Kyela
2020,May,17.18919194,Mbeya Urban
2020,May,17.25754709,Rungwe
2020,May,18.2831242,Tunduma
2020,May,24.42510233,Administrative unit not available
2020,Jun,20.42444698,Mbarali
2020,Jun,16.56747288,Mbeya Rural
2020,Jun,18.35388707,Mbozi
2020,Jun,20.01605699,Momba
2020,Jun,20.42994931,Chunya
2020,Jun,15.3665268,Ileje
2020,Jun,18.62741661,Kyela
2020,Jun,15.95071192,Mbeya Urban
2020,Jun,15.52038301,Rungwe
2020,Jun,16.99413228,Tunduma
2020,Jun,23.1926314,Administrative unit not available
2020,Jul,19.45290863,Mbarali
2020,Jul,15.31170023,Mbeya Rural
2020,Jul,17.07158339,Mbozi
2020,Jul,18.85028187,Momba
2020,Jul,19.66934079,Chunya
2020,Jul,13.89142148,Ileje
2020,Jul,17.22889623,Kyela
2020,Jul,14.7388598,Mbeya Urban
2020,Jul,13.90618368,Rungwe
2020,Jul,15.62631313,Tunduma
2020,Jul,22.04321601,Administrative unit not available
2020,Aug,21.3045764,Mbarali
2020,Aug,18.17023809,Mbeya Rural
2020,Aug,20.0603472,Mbozi
2020,Aug,21.53238664,Momba
2020,Aug,21.79250283,Chunya
2020,Aug,16.89347409,Ileje
2020,Aug,19.57428644,Kyela
2020,Aug,17.6346405,Mbeya Urban
2020,Aug,16.89188304,Rungwe
2020,Aug,18.87313278,Tunduma
2020,Aug,23.84624875,Administrative unit not available
2020,Sep,22.82838997,Mbarali
2020,Sep,19.8674029,Mbeya Rural
2020,Sep,21.75234591,Mbozi
2020,Sep,23.37059364,Momba
2020,Sep,23.36863279,Chunya
2020,Sep,18.93197864,Ileje
2020,Sep,21.98985323,Kyela
2020,Sep,19.34125634,Mbeya Urban
2020,Sep,18.9646905,Rungwe
2020,Sep,20.59481801,Tunduma
2020,Sep,25.62500485,Administrative unit not available
2020,Oct,24.62480303,Mbarali
2020,Oct,21.39819232,Mbeya Rural
2020,Oct,23.75327225,Mbozi
2020,Oct,25.48384869,Momba
2020,Oct,24.9934318,Chunya
2020,Oct,21.12381715,Ileje
2020,Oct,24.14491215,Kyela
2020,Oct,20.49034044,Mbeya Urban
2020,Oct,20.80570713,Rungwe
2020,Oct,22.74247363,Tunduma
2020,Oct,27.7154039,Administrative unit not available
2020,Nov,23.9168101,Mbarali
2020,Nov,20.77980881,Mbeya Rural
2020,Nov,22.51473513,Mbozi
2020,Nov,23.96082456,Momba
2020,Nov,23.41221426,Chunya
2020,Nov,21.37151327,Ileje
2020,Nov,24.69530972,Kyela
2020,Nov,19.94389773,Mbeya Urban
2020,Nov,21.12652271,Rungwe
2020,Nov,21.99933588,Tunduma
2020,Nov,26.11609606,Administrative unit not available
2020,Dec,22.36703268,Mbarali
2020,Dec,19.05785759,Mbeya Rural
2020,Dec,20.32961604,Mbozi
2020,Dec,21.56142748,Momba
2020,Dec,21.05949391,Chunya
2020,Dec,19.9703788,Ileje
2020,Dec,23.84423233,Kyela
2020,Dec,18.32991458,Mbeya Urban
2020,Dec,20.36702077,Rungwe
2020,Dec,19.76964614,Tunduma
2020,Dec,24.20702772,Administrative unit not available
2021,Jan,20.97476722,Mbarali
2021,Jan,18.47701293,Mbeya Rural
2021,Jan,19.70194786,Mbozi
