year,month,mm,ADM2_NAME,ADM1_NAME
2021,Jan,176.0348116,Nkasi,Rukwa
2021,Jan,202.7639567,Sumbawanga Urban,Rukwa
2021,Jan,193.9196368,Administrative unit not available,Rukwa
2021,Feb,213.351841,Kalambo,Rukwa
2021,Feb,200.7660921,Sumbawanga Rural,Rukwa
2021,Feb,191.7330495,Nkasi,Rukwa
2021,Feb,202.3839534,Sumbawanga Urban,Rukwa
2021,Feb,203.012062,Administrative unit not available,Rukwa
2021,Mar,180.2937394,Kalambo,Rukwa
2021,Mar,169.4589213,Sumbawanga Rural,Rukwa
2021,Mar,199.8032215,Nkasi,Rukwa
2021,Mar,154.1617662,Sumbawanga Urban,Rukwa
2021,Mar,221.5225412,Administrative unit not available,Rukwa
2021,Apr,99.98339883,Kalambo,Rukwa
2021,Apr,82.84873772,Sumbawanga Rural,Rukwa
2021,Apr,106.3501347,Nkasi,Rukwa
2021,Apr,90.00706987,Sumbawanga Urban,Rukwa
2021,Apr,109.0006211,Administrative unit not available,Rukwa
2021,May,5.755153467,Kalambo,Rukwa
2021,May,6.439553248,Sumbawanga Rural,Rukwa
2021,May,11.0079913,Nkasi,Rukwa
2021,May,5.386188115,Sumbawanga Urban,Rukwa
2021,May,7.806353613,Administrative unit not available,Rukwa
2021,Jun,0,Kalambo,Rukwa
2021,Jun,0,Sumbawanga Rural,Rukwa
2021,Jun,0.151728131,Nkasi,Rukwa
2021,Jun,0.19515728,Sumbawanga Urban,Rukwa
2021,Jun,0,Administrative unit not available,Rukwa
2021,Jul,0,Kalambo,Rukwa
2021,Jul,0,Sumbawanga Rural,Rukwa
2021,Jul,0,Nkasi,Rukwa
2021,Jul,0,Sumbawanga Urban,Rukwa
2021,Jul,0,Administrative unit not available,Rukwa
2021,Aug,0,Kalambo,Rukwa
2021,Aug,0,Sumbawanga Rural,Rukwa
2021,Aug,0.021381705,Nkasi,Rukwa
2021,Aug,0,Sumbawanga Urban,Rukwa
2021,Aug,1.41E-05,Administrative unit not available,Rukwa
2021,Sep,0.521293553,Kalambo,Rukwa
2021,Sep,0.055896938,Sumbawanga Rural,Rukwa
2021,Sep,0.831449663,Nkasi,Rukwa
2021,Sep,1.758603992,Sumbawanga Urban,Rukwa
2021,Sep,0.583291832,Administrative unit not available,Rukwa
2021,Oct,12.66440139,Kalambo,Rukwa
2021,Oct,7.051599227,Sumbawanga Rural,Rukwa
2021,Oct,12.48535717,Nkasi,Rukwa
2021,Oct,12.812794,Sumbawanga Urban,Rukwa
2021,Oct,9.220038076,Administrative unit not available,Rukwa
2021,Nov,93.67502886,Kalambo,Rukwa
2021,Nov,73.44852202,Sumbawanga Rural,Rukwa
2021,Nov,120.8401885,Nkasi,Rukwa
2021,Nov,105.7887315,Sumbawanga Urban,Rukwa
2021,Nov,104.3867803,Administrative unit not available,Rukwa
2021,Dec,150.3893027,Kalambo,Rukwa
2021,Dec,134.355826,Sumbawanga Rural,Rukwa
2021,Dec,118.3630069,Nkasi,Rukwa
2021,Dec,136.8334242,Sumbawanga Urban,Rukwa
2021,Dec,152.4558222,Administrative unit not available,Rukwa
2022,Jan,409.8717408,Kalambo,Rukwa
2022,Jan,379.4557225,Sumbawanga Rural,Rukwa
2022,Jan,266.0625144,Nkasi,Rukwa
2022,Jan,358.4789275,Sumbawanga Urban,Rukwa
2022,Jan,344.6028712,Administrative unit not available,Rukwa
2022,Feb,392.7632815,Kalambo,Rukwa
2022,Feb,439.851292,Sumbawanga Rural,Rukwa
2022,Feb,302.4034761,Nkasi,Rukwa
2022,Feb,379.3371341,Sumbawanga Urban,Rukwa
2022,Feb,356.1581895,Administrative unit not available,Rukwa
2022,Mar,277.2512801,Kalambo,Rukwa
2022,Mar,229.9920611,Sumbawanga Rural,Rukwa
2022,Mar,212.1380305,Nkasi,Rukwa
2022,Mar,237.6391589,Sumbawanga Urban,Rukwa
2022,Mar,277.2794564,Administrative unit not available,Rukwa
2022,Apr,118.7073858,Kalambo,Rukwa
2022,Apr,90.59517136,Sumbawanga Rural,Rukwa
2022,Apr,115.1723554,Nkasi,Rukwa
2022,Apr,103.9769247,Sumbawanga Urban,Rukwa
2022,Apr,123.1441246,Administrative unit not available,Rukwa
2022,May,6.931641075,Kalambo,Rukwa
2022,May,5.457718823,Sumbawanga Rural,Rukwa
2022,May,8.429506584,Nkasi,Rukwa
2022,May,6.89330267,Sumbawanga Urban,Rukwa
2022,May,2.636681096,Administrative unit not available,Rukwa
2022,Jun,0.945872002,Kalambo,Rukwa
2022,Jun,0.93401588,Sumbawanga Rural,Rukwa
2022,Jun,0.569454924,Nkasi,Rukwa
2022,Jun,4.608689009,Sumbawanga Urban,Rukwa
2022,Jun,0.011657204,Administrative unit not available,Rukwa
2022,Jul,0,Kalambo,Rukwa
2022,Jul,0,Sumbawanga Rural,Rukwa
2022,Jul,0,Nkasi,Rukwa
2022,Jul,0,Sumbawanga Urban,Rukwa
2022,Jul,0,Administrative unit not available,Rukwa
2022,Aug,0.025629756,Kalambo,Rukwa
2022,Aug,0,Sumbawanga Rural,Rukwa
2022,Aug,0.219750352,Nkasi,Rukwa
2022,Aug,0,Sumbawanga Urban,Rukwa
2022,Aug,0.001002249,Administrative unit not available,Rukwa
2022,Sep,3.550718623,Kalambo,Rukwa
2022,Sep,2.103624558,Sumbawanga Rural,Rukwa
2022,Sep,3.086232005,Nkasi,Rukwa
2022,Sep,4.775833722,Sumbawanga Urban,Rukwa
2022,Sep,4.084486842,Administrative unit not available,Rukwa
2022,Oct,1.917665399,Kalambo,Rukwa
2022,Oct,1.085615523,Sumbawanga Rural,Rukwa
2022,Oct,2.205460453,Nkasi,Rukwa
2022,Oct,4.04887244,Sumbawanga Urban,Rukwa
2022,Oct,3.388411399,Administrative unit not available,Rukwa
2022,Nov,104.5193699,Kalambo,Rukwa
2022,Nov,62.9940409,Sumbawanga Rural,Rukwa
2022,Nov,131.6802123,Nkasi,Rukwa
2022,Nov,95.3421125,Sumbawanga Urban,Rukwa
2022,Nov,100.0089073,Administrative unit not available,Rukwa
2022,Dec,407.0550861,Kalambo,Rukwa
2022,Dec,348.5524749,Sumbawanga Rural,Rukwa
2022,Dec,380.3698728,Nkasi,Rukwa
2022,Dec,371.2512149,Sumbawanga Urban,Rukwa
2022,Dec,401.5052898,Administrative unit not available,Rukwa
2023,Jan,250.0947381,Kalambo,Rukwa
2023,Jan,204.9199905,Sumbawanga Rural,Rukwa
2023,Jan,187.6659074,Nkasi,Rukwa
2023,Jan,195.9982344,Sumbawanga Urban,Rukwa
2023,Jan,200.8851754,Administrative unit not available,Rukwa
2023,Feb,104.1557339,Kalambo,Rukwa
2023,Feb,88.9989377,Sumbawanga Rural,Rukwa
2023,Feb,129.0249422,Nkasi,Rukwa
2023,Feb,93.69491352,Sumbawanga Urban,Rukwa
2023,Feb,98.85832179,Administrative unit not available,Rukwa
2023,Mar,261.3838553,Kalambo,Rukwa
2023,Mar,252.0825638,Sumbawanga Rural,Rukwa
2023,Mar,235.4319961,Nkasi,Rukwa
2023,Mar,252.8264364,Sumbawanga Urban,Rukwa
2023,Mar,314.2688409,Administrative unit not available,Rukwa
2023,Apr,153.2141423,Kalambo,Rukwa
2023,Apr,141.6844816,Sumbawanga Rural,Rukwa
2023,Apr,159.6137283,Nkasi,Rukwa
2023,Apr,180.3052244,Sumbawanga Urban,Rukwa
2023,Apr,195.687088,Administrative unit not available,Rukwa
2023,May,15.54007534,Kalambo,Rukwa
2023,May,12.20150339,Sumbawanga Rural,Rukwa
2023,May,18.01429978,Nkasi,Rukwa
2023,May,20.08407912,Sumbawanga Urban,Rukwa
2023,May,8.895274926,Administrative unit not available,Rukwa
2023,Jun,0,Kalambo,Rukwa
2023,Jun,0,Sumbawanga Rural,Rukwa
2023,Jun,0.052003966,Nkasi,Rukwa
2023,Jun,0.196558157,Sumbawanga Urban,Rukwa
2023,Jun,0,Administrative unit not available,Rukwa
2023,Jul,0,Kalambo,Rukwa
2023,Jul,0,Sumbawanga Rural,Rukwa
2023,Jul,1.75E-04,Nkasi,Rukwa
2023,Jul,0,Sumbawanga Urban,Rukwa
2023,Jul,0,Administrative unit not available,Rukwa
2023,Aug,0,Kalambo,Rukwa
2023,Aug,0.006122655,Sumbawanga Rural,Rukwa
2023,Aug,0.040196112,Nkasi,Rukwa
2023,Aug,0,Sumbawanga Urban,Rukwa
2023,Aug,5.28E-04,Administrative unit not available,Rukwa
2023,Sep,3.27653106,Kalambo,Rukwa
2023,Sep,1.181853807,Sumbawanga Rural,Rukwa
2023,Sep,3.046346954,Nkasi,Rukwa
2023,Sep,3.860403881,Sumbawanga Urban,Rukwa
2023,Sep,3.520949113,Administrative unit not available,Rukwa
2023,Oct,15.88998898,Kalambo,Rukwa
2023,Oct,7.748676126,Sumbawanga Rural,Rukwa
2023,Oct,17.60415559,Nkasi,Rukwa
2023,Oct,12.24410669,Sumbawanga Urban,Rukwa
2023,Oct,13.97570887,Administrative unit not available,Rukwa
2023,Nov,134.5722557,Kalambo,Rukwa
2023,Nov,113.8517542,Sumbawanga Rural,Rukwa
2023,Nov,229.0462156,Nkasi,Rukwa
2023,Nov,167.1995057,Sumbawanga Urban,Rukwa
2023,Nov,193.45848,Administrative unit not available,Rukwa
2023,Dec,458.5099001,Kalambo,Rukwa
2023,Dec,417.4205009,Sumbawanga Rural,Rukwa
2023,Dec,494.2808867,Nkasi,Rukwa
2023,Dec,458.0021763,Sumbawanga Urban,Rukwa
2023,Dec,483.4452398,Administrative unit not available,Rukwa
2024,Jan,186.6295408,Kalambo,Rukwa
2024,Jan,173.0143699,Sumbawanga Rural,Rukwa
2024,Jan,150.2031418,Nkasi,Rukwa
2024,Jan,162.9911811,Sumbawanga Urban,Rukwa
2024,Jan,170.1182936,Administrative unit not available,Rukwa
2024,Feb,402.979991,Kalambo,Rukwa
2024,Feb,342.1479942,Sumbawanga Rural,Rukwa
2024,Feb,322.0938135,Nkasi,Rukwa
2024,Feb,339.786457,Sumbawanga Urban,Rukwa
2024,Feb,319.89765,Administrative unit not available,Rukwa
2024,Mar,214.9404999,Kalambo,Rukwa
2024,Mar,192.6406817,Sumbawanga Rural,Rukwa
2024,Mar,187.9584533,Nkasi,Rukwa
2024,Mar,185.2976267,Sumbawanga Urban,Rukwa
2024,Mar,228.5428763,Administrative unit not available,Rukwa
2024,Apr,162.2602491,Kalambo,Rukwa
2024,Apr,136.7247976,Sumbawanga Rural,Rukwa
2024,Apr,170.595122,Nkasi,Rukwa
2024,Apr,179.1763019,Sumbawanga Urban,Rukwa
2024,Apr,203.7905931,Administrative unit not available,Rukwa
2024,May,6.620395911,Kalambo,Rukwa
2024,May,6.530078766,Sumbawanga Rural,Rukwa
2024,May,4.209888922,Nkasi,Rukwa
2024,May,7.859298427,Sumbawanga Urban,Rukwa
2024,May,0.739411878,Administrative unit not available,Rukwa
2024,Jun,0.572459444,Kalambo,Rukwa
2024,Jun,0.599657567,Sumbawanga Rural,Rukwa
2024,Jun,0.467457807,Nkasi,Rukwa
2024,Jun,1.858987198,Sumbawanga Urban,Rukwa
2024,Jun,0.010249112,Administrative unit not available,Rukwa
2024,Jul,0.004947421,Kalambo,Rukwa
2024,Jul,0.001059876,Sumbawanga Rural,Rukwa
2024,Jul,0.001538393,Nkasi,Rukwa
2024,Jul,0,Sumbawanga Urban,Rukwa
2024,Jul,2.00E-06,Administrative unit not available,Rukwa
2024,Aug,0.732324732,Kalambo,Rukwa
2024,Aug,0.667208581,Sumbawanga Rural,Rukwa
2024,Aug,0.846941985,Nkasi,Rukwa
2024,Aug,0.827112246,Sumbawanga Urban,Rukwa
2024,Aug,0.326235053,Administrative unit not available,Rukwa
2024,Sep,8.141192016,Kalambo,Rukwa
2024,Sep,8.625692388,Sumbawanga Rural,Rukwa
2024,Sep,6.678812449,Nkasi,Rukwa
2024,Sep,15.95755144,Sumbawanga Urban,Rukwa
2024,Sep,9.593800376,Administrative unit not available,Rukwa
2024,Oct,44.10753608,Kalambo,Rukwa
2024,Oct,19.43532722,Sumbawanga Rural,Rukwa
2024,Oct,46.68540217,Nkasi,Rukwa
2024,Oct,34.41717214,Sumbawanga Urban,Rukwa
2024,Oct,29.11348345,Administrative unit not available,Rukwa
2024,Nov,116.9112418,Kalambo,Rukwa
2024,Nov,99.73853095,Sumbawanga Rural,Rukwa
2024,Nov,159.5904385,Nkasi,Rukwa
2024,Nov,129.6255827,Sumbawanga Urban,Rukwa
2024,Nov,138.4337484,Administrative unit not available,Rukwa
2024,Dec,165.8375416,Kalambo,Rukwa
2024,Dec,175.2809719,Sumbawanga Rural,Rukwa
2024,Dec,177.568737,Nkasi,Rukwa
2024,Dec,196.2414901,Sumbawanga Urban,Rukwa
2024,Dec,197.8249616,Administrative unit not available,Rukwa
